ID	Gene	AVG_Medium	AVG_Reference_Standard	AVG_GA	AVG_generic
ILMN_2824002	FRAT2	7.71096	7.208939474	7.178638235	7.178854545
ILMN_2687744	RNF167	9.199576667	8.697613158	8.739005882	8.606045455
ILMN_2920849	PIRA4	7.654663333	7.1527	7.232370588	7.233395455
ILMN_2718453	ARID5A	7.283676667	7.785302632	7.793682353	7.815790909
ILMN_2970532	MCM10	9.424043333	9.925539474	9.829147059	9.9184
ILMN_1235795	LOC675594	7.448003333	7.948989474	7.910132353	7.82655
ILMN_2524667	4833427B12RIK7.739353333	8.240297368	8.256905882	8.22985
ILMN_2673889	MCM7	8.074	8.574697368	8.487373529	8.401995455
ILMN_1259566	ST6GALNAC4	7.177983333	7.678428947	7.679841176	7.755468182
ILMN_1246473	CCND3	7.324866667	7.825297368	7.841207353	7.725622727
ILMN_2830898	CDC25B	7.01245	6.512081579	6.527039706	6.583763636
ILMN_3071764	1200015F23RIK	7.43188	7.931826316	7.960994118	7.896445455
ILMN_2628900	ITGAE	6.657026667	6.157218421	6.219135294	6.113486364
ILMN_1224472	CCL4	8.713336667	9.212842105	9.305651471	9.529104545
ILMN_2552490	6720463L11RIK10.58386333	10.08456579	10.07292353	9.899459091
ILMN_2635132	FOXP3	8.401456667	8.900668421	8.910723529	8.765727273
ILMN_1260585	STFA2	7.616773333	7.117684211	7.219723529	7.385345455
ILMN_2625035	SFT2D2	6.582473333	7.08145	7.109589706	7.160159091
ILMN_1237580	KLRA3	6.114223333	6.612936842	6.616825	6.557209091
ILMN_1244211	LOC238943	7.880973333	8.379628947	8.359485294	8.234081818
ILMN_2811263	ZXDA	10.18303333	9.684407895	9.719638235	9.468354545
ILMN_2661971	GM2A	11.28908333	10.79073421	10.82771912	10.73904545
ILMN_2730926	LSM12	8.963933333	9.462136842	9.368045588	9.434645455
ILMN_1247942	MGEA5	7.989676667	7.492289474	7.497663235	7.336986364
ILMN_1242024	SETD4	7.181716667	6.684497368	6.698276471	6.780113636
ILMN_2929896	PBK	8.14347	8.640523684	8.593113235	8.659018182
ILMN_2476733	1200016E24RIK8.391553333	7.895302632	7.857470588	7.77645
ILMN_2543929	2610036L11RIK9.511626667	10.00778421	10.03502353	10.05321364
ILMN_2456216	5330403D14RIK8.630133333	8.134192105	8.131176471	7.9148
ILMN_2727546	D930048N14RIK8.084543333	7.5889	7.561372059	7.503077273
ILMN_3059476	SESN1	7.46764	6.972268421	7.001925	6.872913636
ILMN_2834379	TGFBI	7.914363333	7.419384211	7.540954412	7.770859091
ILMN_1247704	HMGN3	11.16247667	11.65745263	11.61625	11.68214091
ILMN_1249888	ADCY6	7.810496667	7.315673684	7.367497059	7.301754545
ILMN_1229534	RNF167	9.146563333	8.651771053	8.652933824	8.584977273
ILMN_1244123	SLC38A2	10.97275	10.47811316	10.44468824	10.36232273
ILMN_1229957	IL11RA1	8.82848	8.334539474	8.307539706	8.341713636
ILMN_2757966	CXCL4	7.484453333	6.99065	7.080525	7.048609091
ILMN_2915951	D13ERTD608E	7.322256667	6.828815789	6.840588235	6.650377273
ILMN_2986605	PDSS1	7.05284	7.54625	7.506525	7.626577273
ILMN_1257631	APOBEC1	8.986086667	8.492778947	8.517795588	8.435559091
ILMN_1256025	LOC1000411376.884853333	6.391676316	6.44335	6.474904545
ILMN_2750725	PIGZ	5.767723333	6.260307895	6.21195	6.156859091
ILMN_2848828	CEP97	7.650426667	7.157897368	7.149170588	7.033681818
ILMN_2730293	PDE1B	9.44438	8.951897368	8.937267647	9.015109091
ILMN_2918002	GBP3	10.33665333	10.82889474	10.80859559	10.65228636
ILMN_2428252	RASA2	7.455803333	7.947894737	7.939733824	8.004595455
ILMN_1248837	TBXA2R	7.84156	7.349494737	7.354123529	7.182513636
ILMN_2866856	H2-­‐DMA	12.52671	13.01846053	13.07551324	13.17113636
ILMN_1226555	5430417L22RIK9.897846667	9.406210526	9.400447059	9.308795455
ILMN_1212938	AIF1	6.576943333	7.068328947	7.123913235	7.142572727
ILMN_2484707	TYMS	9.133346667	9.624002632	9.627598529	9.622622727
ILMN_3148489	FURIN	10.46270667	10.95335	10.90541324	10.89725909
ILMN_2808485	GBP10	6.781303333	7.271921053	7.213405882	7.041513636
ILMN_1226143	RABGEF1	10.34694667	9.856457895	9.845116176	9.860609091
ILMN_2684563	CLDND1	8.172773333	8.663239474	8.625180882	8.674740909
ILMN_2670398	EIF4EBP1	9.293236667	9.783623684	9.711872059	9.773036364
ILMN_2977535	D930015E06RIK9.695646667	9.205305263	9.291123529	9.344186364
ILMN_1256257	LOC100038882	10.10456	10.59481842	10.55595588	10.57585
ILMN_2613832	MGST2	9.044613333	8.554489474	8.546391176	8.333404545
ILMN_2646834	D11LGP2E	8.081966667	8.571726316	8.579542647	8.546236364
ILMN_1242399	HIST1H2BC	6.873676667	6.384471053	6.383308824	6.379063636
ILMN_2428798	5031439G07RIK8.838863333	8.350186842	8.323948529	8.293472727
ILMN_2644140	PANK4	10.61254	10.12393684	10.18636176	10.05719545
ILMN_3163044	OLA1	8.91342	9.401918421	9.352347059	9.322536364
ILMN_1227814	SRR	11.62509	11.13730526	11.21078088	11.00605909
ILMN_2644719	HMGN3	10.94508667	11.43285263	11.41632206	11.48374545
ILMN_2600348	SQLE	8.251303333	8.738868421	8.748764706	8.667427273
ILMN_2769971	LINCR	7.524023333	7.036918421	7.068355882	6.961972727
ILMN_2630328	PSMA7	11.52430333	12.01132105	12.01410294	12.02497727
ILMN_3006990	EG622339	12.98081	13.46777632	13.46261471	13.36065455
ILMN_2915060	DGKZ	9.53046	9.043510526	9.038536765	9.060131818
ILMN_2606693	INSIG1	7.262293333	7.748865789	7.678260294	7.641254545
ILMN_2728118	RRP12	9.71417	10.20048684	10.15763088	10.29602273
ILMN_2683811	GALE	6.75883	7.245031579	7.267663235	7.272968182
ILMN_2733524	NRM	11.53344	11.04740263	11.00323971	10.99424091
ILMN_2660551	LAT	9.573943333	9.088315789	9.004679412	8.757095455
ILMN_1241225	DCTD	7.73365	8.219268421	8.183508824	8.209872727
ILMN_1259564	IIGP2	10.87997667	11.36546316	11.33019118	11.20709545
ILMN_1214498	CYP2D22	8.11384	7.6284	7.634107353	7.595440909
ILMN_3148550	GOLM1	8.432583333	7.947163158	7.913177941	7.917890909
ILMN_1260512	MIF	11.02496667	11.51028421	11.51826471	11.4299
ILMN_1248389	INPP5K	12.04935667	11.56430789	11.54765294	11.48464091
ILMN_2547942	GINS2	7.60201	8.087055263	8.042544118	8.018609091
ILMN_1223257	CCL4	11.14475	11.62975263	11.75993824	11.86287727
ILMN_2622780	5530601I19RIK7.999706667	7.515147368	7.602066176	7.569886364
ILMN_2974064	OSBPL3	7.03954	7.523976316	7.509626471	7.605709091
ILMN_1228333	PRF1	6.592786667	7.077028947	7.063494118	6.897177273
ILMN_2915059	DGKZ	10.26964333	9.785439474	9.7872	9.816468182
ILMN_2721360	GALK1	9.165806667	9.649981579	9.677827941	9.563363636
ILMN_2608151	FCRL1	9.303546667	8.819431579	8.865113235	8.792713636
ILMN_2417174	UBE2H	7.774013333	7.291031579	7.304219118	7.268663636
ILMN_2901283	ADD3	10.85499	10.37201579	10.37048824	10.28376818
ILMN_2508001	CLTC	7.302493333	7.785318421	7.737447059	7.817286364
ILMN_2697615	MAPK12	7.052833333	6.570236842	6.618429412	6.654509091
ILMN_1230696	IGL-­‐V1	12.40741667	11.92506842	12.00315735	12.03508182
ILMN_1237978	9930005O13RIK7.786423333	7.304186842	7.242588235	7.192336364
ILMN_1233141	KLRA22	5.737783333	6.220013158	6.217479412	6.088368182
ILMN_2597255	CDC6	7.808103333	8.289960526	8.186636765	8.23955
ILMN_1214578	CRTC3	8.313713333	7.832310526	7.893926471	7.840259091
ILMN_2878548	MTHFD2	8.144953333	8.626257895	8.628497059	8.6541
ILMN_2671738	IL16	10.34373	9.862731579	9.813888235	9.759777273
ILMN_2755021	CHKB	9.912793333	9.432428947	9.525319118	9.472736364
ILMN_1249217	LOC380763	8.500983333	8.020868421	8.019075	7.913895455
ILMN_2623536	GOLM1	8.876253333	8.396268421	8.368392647	8.371622727
ILMN_1257097	CNP	8.4583	8.937923684	8.996055882	8.950890909
ILMN_3142573	MAPK1IP1	8.969603333	8.490186842	8.481775	8.445359091
ILMN_1220284	PSMD7	9.257483333	9.736878947	9.752014706	9.74925
ILMN_3067831	ZFP187	9.802603333	9.323465789	9.313083824	9.315436364
ILMN_2665131	IHPK1	10.7729	10.29377105	10.30605147	10.30897273
ILMN_2600744	RGS16	6.451433333	6.930547368	6.940605882	7.104027273
ILMN_1220595	IL17A	6.454306667	6.933336842	6.982905882	6.86355
ILMN_2641793	DTX1	9.060943333	8.582018421	8.668863235	8.689840909
ILMN_2880529	UCK2	7.70306	8.181926316	8.224991176	8.167672727
ILMN_2819380	BC030476	11.90582667	11.42737895	11.43873382	11.16817727
ILMN_1232093	LOC386330	10.13935	9.660942105	9.652973529	9.685572727
ILMN_1242013	UCK2	9.413536667	9.891402632	9.895961765	9.882868182
ILMN_2899599	DDX3Y	9.722653333	9.245560526	9.202622059	9.122063636
ILMN_1242466	PSMB9	8.003013333	8.479313158	8.365239706	8.325395455
ILMN_2901284	ADD3	11.49975333	11.02383684	10.98140147	10.84233636
ILMN_2589477	DARS	8.916623333	9.392265789	9.302201471	9.310081818
ILMN_1255416	LY6A	14.19523333	14.67078421	14.64110735	14.66443636
ILMN_1236517	IL18	6.902506667	6.427465789	6.373588235	6.419559091
ILMN_2470564	IGHV1S120_AF025443_IG	9.69285666_7HEAVY_9V.2A1R7I9A6B5L7E8_91S120_98.226329412	9.119081818
ILMN_1240702	ATP1B3	12.44345333	11.96903947	11.89987059	11.84145455
ILMN_1242046	AQR	8.068703333	7.594457895	7.619404412	7.522959091
ILMN_1220972	IL16	7.42725	6.953173684	6.940511765	6.881495455
ILMN_3154810	SMARCA2	11.02438	10.55043684	10.50354265	10.53565909
ILMN_1255664	LOC1000469057.896743333	7.422971053	7.463869118	7.464240909
ILMN_2951691	HIST1H3E	9.41995	9.893715789	9.930129412	9.921827273
ILMN_1247832	CD74	10.73217667	11.20577895	11.29666471	11.35442273
ILMN_2918114	APEX1	8.05855	8.53215	8.552566176	8.5933
ILMN_1216386	CD86	8.408796667	8.882105263	8.877667647	8.874636364
ILMN_2663604	FIGNL1	8.27945	8.752171053	8.647223529	8.705381818
ILMN_2778122	PDCD4	11.32195333	10.84939211	10.88932794	10.78596818
ILMN_2565835	B930008G03RIK11.46631667	10.99378421	10.96833235	10.91645
ILMN_3020240	HBP1	10.99606333	10.52378947	10.556525	10.49137273
ILMN_1246339	6330403E01RIK	9.15174	8.679492105	8.702944118	8.593131818
ILMN_2467429	D6MIT97	11.45000333	10.97782632	10.98452206	11.02852727
ILMN_1258394	AARS	10.25052333	10.72222632	10.64604118	10.8079
ILMN_2804166	IGSF9	7.72168	7.250102632	7.209426471	7.318354545
ILMN_1255750	IL7R	6.3964	5.925234211	5.865013235	5.894859091
ILMN_2737710	TIAM1	8.273783333	8.744307895	8.661008824	8.648690909
ILMN_2595814	A630082K20RIK10.71696667	10.24649474	10.22477353	10.16600909
ILMN_1214486	TK2	10.35887333	9.888563158	9.842289706	9.781713636
ILMN_2432255	LOC630337	9.698646667	9.228815789	9.138663235	9.038581818
ILMN_1248439	ST6GALNAC4	8.2337	8.703436842	8.618572059	8.675536364
ILMN_2623056	CLSPN	8.064613333	8.534094737	8.475572059	8.56605
ILMN_2979639	H2-­‐DMB2	11.28671667	11.75598684	11.78886176	11.93475455
ILMN_2869312	FBXO4	10.21257	10.68178421	10.61175	10.58898182
ILMN_2513781	A130038J17RIK7.070466667	6.601365789	6.61995	6.578772727
ILMN_1247762	RASAL1	7.21572	6.746647368	6.816261765	6.937468182
ILMN_1232667	IFITM2	10.14822	10.6172	10.71305735	10.73515909
ILMN_2918479	HSPA8	12.24956	12.71828947	12.60738235	12.47838636
ILMN_1251178	HS3ST3B1	7.42913	6.960407895	6.955142647	6.921104545
ILMN_3000080	1110038D17RIK10.41259667	9.943955263	9.934307353	9.923922727
ILMN_1230599	ADAM23	6.62476	6.156160526	6.138545588	6.24995
ILMN_2644092	AASS	7.530816667	7.999257895	7.906854412	8.041690909
ILMN_2668319	HSP90AA1	8.8777	9.345960526	9.299935294	9.217740909
ILMN_2723860	PKM2	8.854423333	9.322594737	9.358717647	9.247309091
ILMN_1214634	AQP9	6.903756667	7.371810526	7.386388235	7.409309091
ILMN_2866185	BTG1	13.71557333	13.24755263	13.26201324	13.26215
ILMN_2660466	EG433229	7.618856667	7.150876316	7.158276471	7.124095455
ILMN_2431398	2810001G20RIK	7.20617	6.738457895	6.759751471	6.705422727
ILMN_2859847	PYGL	7.790936667	7.3233	7.422495588	7.578627273
ILMN_2883952	1810015A11RIK8.104256667	8.571594737	8.509154412	8.564577273
ILMN_1232989	EHD3	8.013176667	7.546005263	7.554476471	7.601840909
ILMN_2499056	IGKV2-­‐137_AJ231263_IG	11.418943_3K3APPA_V10A.R9I5A2B0L4E2_121-­‐137_1150.96605441	10.97854091
ILMN_1233116	MAP4K4	7.267023333	6.800147368	6.785232353	6.852222727
ILMN_2477221	CITED2	9.57618	10.04302895	10.01740882	10.04663636
ILMN_2933431	INPP5K	9.374156667	8.907313158	8.987426471	8.93495
ILMN_1224942	SHMT2	8.329433333	8.795918421	8.750304412	8.834072727
ILMN_2464474	9430029L20RIK	9.4229	8.95645	8.990469118	8.856822727
ILMN_3130350	GLIPR2	6.38496	6.850863158	6.813057353	6.812659091
ILMN_1225733	LOC677643	10.39900333	9.9334	9.931026471	9.857759091
ILMN_1252202	TNFAIP3	8.73625	9.200576316	9.205004412	9.258704545
ILMN_1252481	FOSL2	7.555466667	8.019776316	8.056545588	8.1423
ILMN_1228653	ZBP1	6.948423333	7.412642105	7.444173529	7.299622727
ILMN_1231168	H3F3B	9.362493333	8.898360526	8.812038235	8.781254545
ILMN_2858359	CLSPN	8.452636667	8.916521053	8.857144118	8.940954545
ILMN_2574982	SPN	7.25949	6.7957	6.822661765	6.698304545
ILMN_2600022	HEG1	8.128633333	7.664915789	7.681570588	7.608509091
ILMN_2593774	1190002H23RIK8.001166667	7.537692105	7.583389706	7.431922727
ILMN_2892856	RNF167	9.68891	9.225528947	9.181063235	9.116222727
ILMN_2899863	TNF	8.296036667	8.759357895	8.846445588	8.912131818
ILMN_2619846	SLC25A1	7.50881	7.971526316	8.031520588	8.062972727
ILMN_2804103	BC038822	7.910843333	7.448302632	7.379916176	7.437740909
ILMN_2469743	LOC10004679312.45598333	11.99356316	11.99824265	12.05897727
ILMN_2660596	RUNDC3B	6.71609	7.178071053	7.1822	7.121272727
ILMN_2431619	UBE2L6	8.088856667	8.550692105	8.561057353	8.579322727
ILMN_2688075	CYP51	9.241013333	9.702565789	9.707444118	9.776145455
ILMN_1255256	SGCB	6.903226667	7.364521053	7.292351471	7.317954545
ILMN_3133748	GAB3	7.71051	7.249381579	7.207739706	7.064881818
ILMN_2769567	F2RL1	6.789253333	6.328434211	6.311585294	6.318131818
ILMN_2927131	IL13	6.278206667	6.738778947	6.699602941	6.664881818
ILMN_2889832	SERPINA3H	7.487796667	7.948363158	7.94995	8.069
ILMN_2793946	CSNK1G3	10.25665333	9.796518421	9.729845588	9.704345455
ILMN_2770917	BLVRB	8.54669	9.006694737	9.003377941	8.950313636
ILMN_2631259	IGK-­‐V5	11.67123	11.21130789	11.21311029	11.28002727
ILMN_2784272	IFNGR2	10.17693333	9.717152632	9.806033824	9.636736364
ILMN_2467365	PEX11C	6.63978	6.1805	6.161683824	6.187445455
ILMN_3093089	TARDBP	8.83852	8.379476316	8.366308824	8.351659091
ILMN_2599018	CLIC4	6.676103333	7.134968421	7.206091176	7.233940909
ILMN_2772920	FBXO4	9.511573333	9.970065789	9.933588235	9.823972727
ILMN_2814847	SCN4A	6.732753333	7.191044737	7.299491176	7.273713636
ILMN_1240153	UCHL5	8.30777	8.765928947	8.739652941	8.759190909
ILMN_1250135	A930005H10RIK	10.44449	9.986555263	10.03557794	9.894318182
ILMN_2587761	KIF1B	6.898756667	6.440939474	6.393510294	6.337227273
ILMN_3026397	CHKA	12.51251667	12.05482368	12.07835147	11.87520909
ILMN_2888448	CCR6	11.8719	11.41442368	11.42346618	11.433
ILMN_1258600	LOC1000436719.537613333	9.99505	9.958407353	10.02151818
ILMN_2917180	FOXP3	7.212343333	7.669513158	7.709433824	7.612072727
ILMN_1248891	CRTC3	8.721226667	8.2641	8.262083824	8.305422727
ILMN_2612448	NFAT5	10.1261	9.669371053	9.617407353	9.650840909
ILMN_3149143	ENTPD5	7.866756667	7.41035	7.433564706	7.419763636
ILMN_1248824	C230082I21RIK	9.24562	8.789247368	8.743510294	8.73275
ILMN_1229263	LOC100046496	10.91076	10.45446316	10.498725	10.60142727
ILMN_2677876	ARHGAP4	11.83005333	11.37396842	11.37664706	11.29995909
ILMN_3118584	BEX4	6.290316667	6.745934211	6.717019118	6.743859091
ILMN_2469190	B230345P09RIK	9.48775	9.032318421	8.997217647	8.814136364
ILMN_2753149	AVIL	5.968846667	6.424028947	6.406513235	6.338922727
ILMN_2514723	1110067B18RIK8.664656667	8.209513158	8.227560294	8.173459091
ILMN_1239601	LOC637711	7.591996667	8.047021053	8.053213235	8.032568182
ILMN_2686132	ADA	7.039233333	7.494160526	7.524789706	7.525754545
ILMN_1235493	FXYD5	10.50235333	10.04759737	10.05027206	9.985063636
ILMN_1244857	RABAC1	11.18026333	10.72565526	10.79111324	10.75775455
ILMN_1257965	LDHA	12.56264333	13.01716842	12.98936765	12.88280455
ILMN_2597030	SMOX	7.755666667	8.210173684	8.189514706	8.309086364
ILMN_1241923	MSH5	7.286276667	6.83185	6.818532353	6.777359091
ILMN_1239607	DGKZ	8.896886667	8.442460526	8.459808824	8.481786364
ILMN_2522495	C130078N17RIK	9.92795	10.38224737	10.34155441	10.21982727
ILMN_1232144	A130087I02RIK	6.94611	6.491957895	6.482135294	6.369822727
ILMN_2695217	2810485I05RIK	10.85201	10.39787632	10.37109853	10.27317273
ILMN_1249864	A630077B13RIK8.645473333	9.099492105	9.099207353	8.909022727
ILMN_1221943	SDF2L1	9.424183333	9.878152632	9.842982353	10.00285909
ILMN_1218934	RDM1	9.691513333	9.237818421	9.296355882	9.263672727
ILMN_1225932	CCND2	7.983533333	8.437152632	8.424633824	8.339681818
ILMN_2538029	LOC386005	11.26105	10.80766316	10.76714265	10.68383636
ILMN_2571616	C430002D13RIK8.354466667	7.901107895	7.951077941	7.801709091
ILMN_2891506	TBCD	9.07411	9.527063158	9.515958824	9.499972727
ILMN_2516348	VAMP4	8.802203333	8.349344737	8.311704412	8.185272727
ILMN_2624938	PEA15	8.426816667	7.973960526	8.031760294	7.905472727
ILMN_2484838	UBAC2	9.095233333	8.642694737	8.613807353	8.500886364
ILMN_2673369	IRF8	10.46650667	10.91894737	10.92003235	10.8755
ILMN_2663230	SLCO3A1	7.528683333	7.980968421	8.006858824	7.821268182
ILMN_1213645	AI467606	10.8157	10.36356316	10.381575	10.31484545
ILMN_1224390	1700129I04RIK6.254066667	6.706015789	6.752007353	6.905109091
ILMN_2672091	HTT	7.075923333	7.527834211	7.447980882	7.573559091
ILMN_2705097	DEADC1	8.784596667	9.236284211	9.246120588	9.286304545
ILMN_2417863	TNIP1	10.67977667	10.22862895	10.33654118	10.3292
ILMN_2630605	FSCN1	9.264746667	8.813610526	8.879035294	9.026695455
ILMN_2710229	CCNG1	8.237643333	8.688307895	8.719710294	8.740531818
ILMN_2602597	SH3RF1	6.97383	7.424310526	7.302129412	7.306981818
ILMN_1227018	IL1A	7.508863333	7.959210526	8.102714706	8.221045455
ILMN_2727235	ANKRD11	10.3901	9.939768421	9.97785	9.793654545
ILMN_2759484	C3	8.713386667	8.263144737	8.351541176	8.556345455
ILMN_2814484	IFITM1	6.603923333	7.054015789	7.066145588	7.122472727
ILMN_2526739	BATF3	6.226883333	6.676947368	6.730197059	6.660731818
ILMN_1215825	LOC100047316	9.10279	8.652736842	8.764692647	8.732336364
ILMN_1219978	APPL2	8.213966667	7.764534211	7.741592647	7.672322727
ILMN_2751948	HIST2H2AA1	7.52977	7.080352632	7.127307353	7.225190909
ILMN_1225769	CLASP1	8.361373333	7.912028947	7.920219118	7.866618182
ILMN_1218547	DLM1-­‐PENDING6.341386667	6.79065	6.869138235	6.909118182
ILMN_2974737	BC065085	7.958643333	7.509571053	7.581791176	7.586068182
ILMN_2655571	B3GNT7	6.033913333	6.482823684	6.563373529	6.687959091
ILMN_2585533	LY78	8.423283333	7.974515789	7.950780882	7.901995455
ILMN_3138439	DYRK2	7.370266667	6.921794737	6.905360294	6.828077273
ILMN_2524861	CHD3	8.387586667	7.939173684	7.977804412	7.910968182
ILMN_2995688	EG433016	9.116706667	8.66845	8.852829412	9.032322727
ILMN_3004142	STK4	11.51383	11.06564474	11.06916765	11.10165
ILMN_1217855	NKG7	9.221053333	9.669168421	9.689545588	9.423554545
ILMN_2543834	RFC3	6.905386667	7.353431579	7.309782353	7.283140909
ILMN_1236304	HAMP	5.92571	6.373726316	6.455057353	6.366813636
ILMN_1223697	CD44	9.625953333	10.07376842	10.11732941	10.10371364
ILMN_2700848	ARRB2	9.449236667	9.001426316	9.048977941	9.081027273
ILMN_2949605	UBAC2	10.55435	10.10654737	10.07797647	9.933981818
ILMN_2743503	E2F3	7.260286667	7.707805263	7.726333824	7.720931818
ILMN_2546073	WDR68	7.13092	7.577952632	7.545673529	7.717172727
ILMN_2595973	GRN	11.08555667	10.63854737	10.66243382	10.77950909
