Probe	Gene	Fold_Change	t_test_p	t_test_adjp	snr_p	snr_adjp	limma_p	limma_adjp	anova_p	anova_adjp	signif_parametric	wilcoxon_p	wilcoxon_adjp
ILMN_3043245	JMJD1A	1.118512017	0.0002995	0.01489206	0.0002995	0.01335371	2.31E-07	0.0000712	5.23E-07	0.000168884	1	3.93982E-06	0.00166715
ILMN_2580159	C230070D10RIK	1.118494179	0.00094262	0.02607154	0.00094262	0.02430167	0.00055671	0.02167037	0.00125356	0.035750241	1	0.000712779	0.03334445
ILMN_1252472	ITK	1.118457931	0.00227139	0.04545806	0.00276802	0.04845153	0.0005963	0.02265805	0.00234006	0.051632853	0	0.001856078	0.05577459
ILMN_2828916	FRMD6	1.11830741	0.0006399	0.0211535	0.0006399	0.01941092	0.00017343	0.00968113	0.0000582	0.004700168	1	0.000182997	0.01471244
ILMN_1257771	LOC638301	1.118249781	0.00149689	0.03478153	0.00094262	0.02430167	0.0000793	0.00561815	0.0000839	0.006145701	1	0.001218998	0.0445025
ILMN_3002095	IL27RA	1.118221343	0.0006399	0.0211535	0.0006399	0.01941092	0.0000149	0.00166378	0.0000489	0.004233399	1	0.000621233	0.03109305
ILMN_2658961	DGKA	1.118166028	0.00176049	0.0385938	0.00176049	0.03635757	0.00026591	0.01325214	0.00064942	0.024048059	1	0.002314175	0.06295874
ILMN_2038771	control_ILMN_203817.71118161322	0.06020572	0.30013907	0.05480359	0.28252036	0.05700779	0.30549638	0.05139364	0.283318913	0	0.154914896	0.50337338
ILMN_2981801	HIST1H2AG	1.118065046	0.00094262	0.02607154	0.0006399	0.01941092	0.00037162	0.01664832	0.00020154	0.011374568	1	0.000504223	0.02732257
ILMN_1249710	E030038D23RIK	1.117909411	0.0002995	0.01489206	0.0002995	0.01335371	0.0000376	0.00323771	0.00015401	0.009469751	1	0.000306263	0.02048222
ILMN_2943057	ARL5C	1.117880079	0.00176049	0.0385938	0.00094262	0.02430167	0.00042833	0.01837561	0.00044307	0.018680938	1	0.000763113	0.03482416
ILMN_1235856	8030474H12RIK	1.117810336	0.0002995	0.01489206	0.0002995	0.01335371	0.00024238	0.01232448	0.00022154	0.012090825	1	0.000103509	0.01061242
ILMN_1247942	MGEA5	1.117806646	0.0006399	0.0211535	0.0006399	0.01941092	0.00030694	0.0145343	0.00051962	0.020743454	1	0.00042277	0.02466001
ILMN_1258509	SIT1	1.117432738	0.0006399	0.0211535	0.0002995	0.01335371	0.00015174	0.00888405	0.00010235	0.007068104	1	0.000237231	0.01736224
ILMN_2544056	HBB-B1	1.117213432	0.03914176	0.23704991	0.03599148	0.22485976	0.02097723	0.18409981	0.02922158	0.212190751	0	0.025142431	0.2182235
ILMN_2729953	PPM1B	1.117036433	0.00537037	0.07818332	0.00537037	0.07497442	0.00364121	0.06763268	0.00503541	0.081966426	0	0.008450429	0.12538799
ILMN_1219602	LOC100048770	1.116440805	0.00397039	0.064249	0.00373333	0.05925673	0.00631793	0.09355312	0.00215116	0.049131535	0	0.004251793	0.08882774
ILMN_2681670	VPS37B	1.116406759	0.0002995	0.01489206	0.0002995	0.01335371	0.00000824	0.0010961	0.0000174	0.002162819	1	6.22097E-05	0.00789013
ILMN_1234955	6430573H23RIK	1.116406299	0.00176049	0.0385938	0.0020184	0.03953445	0.00074236	0.02603981	0.00161499	0.04134913	1	0.002387591	0.06387081
ILMN_2582659	E030040J04RIK	1.116391042	0.0002995	0.01489206	0.0002995	0.01335371	0.0000266	0.00251609	0.000057	0.00465062	1	0.00010758	0.01083883
ILMN_1252514	C920016N10RIK	1.116354745	0.00176049	0.0385938	0.00122569	0.02881591	0.00015113	0.00885986	0.00043359	0.018347587	1	0.0007895	0.03543767
ILMN_2617433	ACTB	1.11629809	0.00397039	0.064249	0.0032539	0.05432415	0.00287066	0.05995273	0.00272663	0.057221177	0	0.00553098	0.10148188
ILMN_2738972	CNOT4	1.116182237	0.0002995	0.01489206	0.0002995	0.01335371	0.0000107	0.00130299	0.00000896	0.00133296	1	2.65234E-05	0.00480383
ILMN_2553280	4732470M22RIK	1.1161327	0.0002995	0.01489206	0.0002995	0.01335371	0.00000649	0.00093461	0.0000318	0.003192608	1	0.000111802	0.01097902
ILMN_1238725	C130086J11RIK	1.116108151	0.01382667	0.13456133	0.01513108	0.13869555	0.01286055	0.14095122	0.01459273	0.14770671	0	0.023367993	0.21022612
ILMN_2998813	SEMA4F	1.115968974	0.0002995	0.01489206	0.0002995	0.01335371	0.0000207	0.00211087	0.0000384	0.003609572	1	8.86334E-05	0.00982291
ILMN_1236445	9130227N12RIK	1.115922245	0.00252097	0.04839275	0.00176049	0.03635757	0.00096123	0.03064541	0.0019356	0.046142977	1	0.00305523	0.07341857
ILMN_1220893	ZFP281	1.115869505	0.0002995	0.01489206	0.0002995	0.01335371	0.00000124	0.00026043	8.12E-07	0.000227616	1	5.3945E-06	0.00202516
ILMN_2417398	IGHV10S1_AF0644412.1I1G5_8H2E6A4V5Y9_V0A.0R0IA4B9L0E7_5180S01._01703099298	0.0056004	0.0767776	0.00919199	0.1159197	0.0048635	0.080501378	0	0.005531174	0.10148188
ILMN_1238893	LIME1	1.115781178	0.00176049	0.0385938	0.0006399	0.01941092	0.00012493	0.00775324	0.00014361	0.009094873	1	0.001141234	0.04287409
ILMN_2706550	SUSD3	1.115744092	0.00122569	0.03054155	0.00094262	0.02430167	0.00014378	0.00861922	0.00016702	0.010005399	1	0.000816732	0.0360345
ILMN_1242235	TOP2A	1.115488708	0.0006399	0.0211535	0.0002995	0.01335371	9.23E-07	0.00020859	0.00000447	0.00081037	1	7.28705E-05	0.00865281
ILMN_2638923	RN18S	1.115471516	0.00301234	0.05440113	0.00583002	0.07876136	0.00712305	0.10016817	0.00794885	0.10463667	0	0.002620495	0.06768933
ILMN_1232894	ZNRF1	1.115445926	0.0002995	0.01489206	0.0002995	0.01335371	0.0000217	0.00217431	0.0000588	0.004724126	1	0.00010758	0.01083883
ILMN_1218799	EMB	1.115430499	0.0002995	0.01489206	0.0002995	0.01335371	0.00000545	0.00080859	0.00000586	0.00100296	1	1.04339E-05	0.00292569
ILMN_1257209	WIPF1	1.115376002	0.0002995	0.01489206	0.0002995	0.01335371	0.0000145	0.00163779	0.000022	0.002530716	1	9.57926E-05	0.01018072
ILMN_2711705	DUSP11	1.115060696	0.0002995	0.01489206	0.0002995	0.01335371	1.99E-07	0.0000652	0.0000011	0.000288061	1	3.99889E-05	0.00618393
ILMN_1236202	C430015M08RIK	1.114991211	0.0006399	0.0211535	0.00094262	0.02430167	0.00030256	0.01442973	0.00099864	0.031261571	1	0.002041151	0.05875662
ILMN_1233474	IL2RA	1.114952254	0.00809366	0.10014632	0.00537037	0.07497442	0.00167948	0.04316669	0.00320035	0.063041403	0	0.005220076	0.09861156
ILMN_2762863	AI606181	1.114892504	0.0006399	0.0211535	0.0002995	0.01335371	0.00019259	0.01044808	0.00019794	0.011235697	1	0.0007895	0.03543767
ILMN_2644350	THY1	1.114766581	0.00094262	0.02607154	0.0006399	0.01941092	0.0000457	0.00372533	0.00012026	0.008031164	1	0.002463032	0.06525142
ILMN_1255860	KLRD1	1.114664485	0.0002995	0.01489206	0.0002995	0.01335371	0.00017959	0.00990444	0.0000691	0.005350074	1	0.000183009	0.01471244
ILMN_2636403	AXUD1	1.11465607	0.0002995	0.01489206	0.0002995	0.01335371	9.85E-07	0.00021734	6.14E-07	0.00018775	1	1.08955E-05	0.00300091
ILMN_2918002	GBP3	1.114435116	0.00094262	0.02607154	0.0002995	0.01335371	0.00057359	0.02206532	0.00015319	0.009469751	1	0.0007895	0.03543767
ILMN_2649068	IRF1	1.114384547	0.00719408	0.09294718	0.00719408	0.09003289	0.00662885	0.09604617	0.00588889	0.088967898	0	0.006383386	0.10923805
ILMN_1215939	TRBV13-1_M15618_1T.1C1E4L2L5_2R3E2C5EPT0O.0R0_0B6E3T9A9_VA0R.I0A2B1L1E5_3153-1_02.103006399	0.01941092	0.0000276	0.00258118	0.000058	0.004693744	1	0.000111795	0.01097902
ILMN_2520264	2010016I18RIK	1.114246403	0.00122569	0.03054155	0.00149689	0.03284241	0.00065214	0.02390174	0.00109041	0.033000801	1	0.001389407	0.04772897
ILMN_1220889	NBR1	1.114192214	0.0002995	0.01489206	0.0002995	0.01335371	0.00041846	0.01811912	0.0000489	0.004233399	1	0.000103509	0.01061242
ILMN_2706803	CRLF3	1.114104774	0.0002995	0.01489206	0.0002995	0.01335371	0.00012104	0.00760514	0.0000382	0.003601497	1	0.000212368	0.01604723
ILMN_2751603	PHXR4	1.11385586	0.00876432	0.1043511	0.01317262	0.12756294	0.00581702	0.08937751	0.01967293	0.172805787	0	0.017311316	0.18018556
ILMN_1240030	NFATC3	1.113638258	0.0002995	0.01489206	0.0002995	0.01335371	0.0000187	0.00193661	0.000099	0.006922165	1	0.000204639	0.01592867
ILMN_1242390	ACTN4	1.113610426	0.0067415	0.08943186	0.00537037	0.07497442	0.00225911	0.05195492	0.00310551	0.061933186	0	0.002963349	0.07240684
ILMN_2510694	NME7	1.113521644	0.0020184	0.04200694	0.00176049	0.03635757	0.00018011	0.0099096	0.0002504	0.012926945	1	0.002540648	0.06640064
ILMN_1258466	LOC380623	1.113479163	0.00149689	0.03478153	0.00122569	0.02881591	0.0000863	0.00599563	0.00049148	0.020138305	1	0.001104095	0.04229821
ILMN_1252089	NFATC3	1.113257321	0.00094262	0.02607154	0.0006399	0.01941092	0.00044981	0.01893053	0.00134792	0.037368442	1	0.001344859	0.0469611
ILMN_2522571	SETD7	1.113080478	0.0002995	0.01489206	0.0002995	0.01335371	0.0001715	0.00962449	0.0000765	0.005770769	1	1.81978E-05	0.00399552
ILMN_2593002	ST6GAL2	1.113003988	0.0002995	0.01489206	0.0002995	0.01335371	0.0000472	0.00380085	0.00000968	0.001390556	1	4.89467E-05	0.00705363
ILMN_1248379	EG434077	1.112625375	0.0002995	0.01489206	0.0002995	0.01335371	0.0000115	0.00138752	0.000012	0.001629081	1	1.53585E-05	0.00359242
ILMN_1223119	BCL11B	1.112508226	0.0020184	0.04200694	0.00122569	0.02881591	0.0000582	0.00441806	0.00012873	0.008463041	1	0.000688785	0.03268184
ILMN_3059798	FOXK1	1.112313504	0.00122569	0.03054155	0.00094262	0.02430167	0.00017816	0.00984919	0.00028068	0.013898949	1	0.000688785	0.03268184
ILMN_2534794	LOC236170	1.112310228	0.0051392	0.07619761	0.00420612	0.06441203	0.00030301	0.01443599	0.00092888	0.029963118	0	0.002620495	0.06768933
ILMN_2618549	RAB7	1.112121637	0.0006399	0.0211535	0.00122569	0.02881591	0.00187936	0.0464569	0.00194545	0.046343295	1	0.001915982	0.05666025
ILMN_2468405	5630401D06RIK	1.111986642	0.0002995	0.01489206	0.0002995	0.01335371	2.09E-07	0.0000667	0.00000224	0.00047443	1	9.99008E-06	0.00281847
ILMN_1258587	LOC100044376	1.111863958	0.0002995	0.01489206	0.0002995	0.01335371	0.00000504	0.00076175	0.00000641	0.001075031	1	2.76413E-05	0.00493033
ILMN_1218732	2810426P10RIK	1.11161873	0.0002995	0.01489206	0.0002995	0.01335371	0.0000688	0.00501883	0.00013675	0.008839595	1	0.000183009	0.01471244
ILMN_1237980	0610010D24RIK	1.111616983	0.0006399	0.0211535	0.0002995	0.01335371	0.00014715	0.00873651	0.00031915	0.015112162	1	0.000486846	0.02669165
ILMN_1214874	LOC386068	1.111606821	0.00094262	0.02607154	0.0002995	0.01335371	0.0000748	0.0053805	0.0001023	0.007068104	1	0.000844832	0.03651291
ILMN_1220418	HCST	1.111606518	0.0002995	0.01489206	0.0002995	0.01335371	0.0001505	0.00885642	0.0000483	0.004205779	1	5.74463E-05	0.00761864
ILMN_2550291	2310032M22RIK	1.111606315	0.0006399	0.0211535	0.0006399	0.01941092	0.00010944	0.00711397	0.00012106	0.008061295	1	0.000135361	0.01242731
ILMN_1234202	PHIP	1.111345184	0.0002995	0.01489206	0.00094262	0.02430167	0.00090293	0.02928231	0.00134681	0.037363102	1	0.000486846	0.02669165
ILMN_2426949	TNFRSF14	1.111293325	0.0006399	0.0211535	0.0006399	0.01941092	0.0000768	0.00547429	0.00020508	0.011473406	1	0.000453754	0.02560106
ILMN_2497395	9130004J05RIK	1.111130133	0.00122569	0.03054155	0.00122569	0.02881591	0.00027804	0.01366608	0.00076296	0.026721993	1	0.002106509	0.05997046
ILMN_2715730	SPN	1.111033738	0.0002995	0.01489206	0.0006399	0.01941092	0.0000115	0.00138491	0.0000749	0.005687727	1	0.000284828	0.01943975
ILMN_1217606	1500005K14RIK	1.110936144	0.00122569	0.03054155	0.00149689	0.03284241	0.00036072	0.01628339	0.00024226	0.012705581	1	0.000737547	0.0342621
ILMN_1216313	STIM1	1.110931979	0.00122569	0.03054155	0.00227139	0.0429166	0.00138944	0.03799885	0.00340804	0.065686921	0	0.004644684	0.0931111
ILMN_1252761	DRG1	1.110887212	0.00122569	0.03054155	0.0006399	0.01941092	0.00096761	0.03080362	0.00048307	0.019916078	1	0.000486846	0.02669165
ILMN_2710312	LOC100046650	1.110811588	0.0002995	0.01489206	0.0002995	0.01335371	0.00000957	0.00121086	0.0000519	0.004442214	1	0.000470003	0.02607676
ILMN_1232668	MAD	1.110784132	0.0002995	0.01489206	0.0002995	0.01335371	0.00026552	0.01324676	0.00020949	0.011649906	1	0.000212368	0.01604723
ILMN_2593774	1190002H23RIK	1.110704	0.0002995	0.01489206	0.0002995	0.01335371	0.00000489	0.00074347	0.00000986	0.001403781	1	6.47271E-05	0.00803428
ILMN_2559724	A130014O09RIK	1.110598097	0.01142074	0.12058349	0.00876432	0.10074305	0.00510266	0.08281496	0.00678734	0.095622483	0	0.005692914	0.10310819
ILMN_3002505	ABHD8	1.110530454	0.00094262	0.02607154	0.00094262	0.02430167	0.0000941	0.00638343	0.00019979	0.011313575	1	0.000540727	0.02850419
ILMN_2441724	9430014F16RIK	1.110454831	0.0006399	0.0211535	0.0006399	0.01941092	0.00023109	0.01201016	0.00020319	0.011438788	1	0.000665544	0.03206944
ILMN_1229005	TRAT1	1.110421282	0.0006399	0.0211535	0.0006399	0.01941092	0.00027271	0.01347531	0.00019498	0.011135911	1	0.001104043	0.04229821
ILMN_1229518	B230340J04RIK	1.11037499	0.0002995	0.01489206	0.0002995	0.01335371	0.00000774	0.0010503	0.00000785	0.001234703	1	9.56597E-06	0.00274856
ILMN_2576568	D130062J21RIK	1.110225832	0.00176049	0.0385938	0.00276802	0.04845153	0.0029345	0.06072226	0.00575947	0.08793067	0	0.004510321	0.09155774
ILMN_2491182	A130010C12RIK	1.110126472	0.01426212	0.13687557	0.0179397	0.15296839	0.0043924	0.07547173	0.01868086	0.168124091	0	0.037563093	0.2654797
ILMN_2484278	9930031P18RIK	1.110094091	0.00252097	0.04839275	0.00301234	0.05155233	0.00533746	0.08531507	0.00968357	0.116862873	0	0.012022966	0.14955451
ILMN_2827780	D14ERTD668E	1.11008286	0.0006399	0.0211535	0.0002995	0.01335371	0.0000427	0.00354604	0.0000575	0.004674319	1	0.000642967	0.03157309
ILMN_3112873	TXNIP	1.110031984	0.00094262	0.02607154	0.0006399	0.01941092	0.0001431	0.00861123	0.0002438	0.012729351	1	0.001141234	0.04287409
ILMN_3117602	CD6	1.109929013	0.0002995	0.01489206	0.0002995	0.01335371	0.00000663	0.00094987	0.0000261	0.002837023	1	0.000197163	0.01547711
ILMN_1233424	LBCL1	1.109898196	0.0002995	0.01489206	0.0002995	0.01335371	0.0000427	0.00354604	0.0000532	0.004485638	1	0.000103509	0.01061242
ILMN_2681601	SLC44A2	1.109888463	0.010097	0.11285122	0.00854165	0.09937884	0.00254344	0.05584417	0.0068766	0.096328868	0	0.009432203	0.13248473
ILMN_2762956	SPCS2	1.109838126	0.0002995	0.01489206	0.0002995	0.01335371	0.0000411	0.00346811	0.00013104	0.00859081	1	0.000189968	0.01508948
ILMN_2632230	D2ERTD391E	1.109720922	0.0002995	0.01489206	0.0002995	0.01335371	0.00000699	0.00098038	0.0000266	0.002856495	1	0.000317538	0.02078825
ILMN_3052501	CD27	1.109550882	0.00094262	0.02607154	0.0006399	0.01941092	0.0000571	0.00436027	0.00011777	0.007898943	1	0.000966442	0.03935694
ILMN_2615096	DPP4	1.109531905	0.0002995	0.01489206	0.0002995	0.01335371	4.24E-07	0.00011758	2.57E-07	0.000106375	1	2.49646E-06	0.00133566
ILMN_2629112	ASAH3L	1.109478785	0.0002995	0.01489206	0.0002995	0.01335371	0.0000279	0.00260327	0.0000227	0.002596277	1	3.53859E-05	0.0058616
ILMN_1254916	LOC386508	1.109314765	0.00094262	0.02607154	0.0006399	0.01941092	0.0000268	0.00252935	0.00029189	0.014258943	1	0.002106509	0.05997046
ILMN_2686115	RAPGEF6	1.109219239	0.00605844	0.08369461	0.00444101	0.06659434	0.00124244	0.03553479	0.00286075	0.059099453	0	0.008219665	0.12365894
ILMN_3153010	SLITRK5	1.109095163	0.0002995	0.01489206	0.0002995	0.01335371	0.00015814	0.00910989	0.0000467	0.004101953	1	5.97852E-05	0.00777325
ILMN_2571616	C430002D13RIK	1.109088506	0.00122569	0.03054155	0.0020184	0.03953445	0.00120471	0.03493809	0.00223335	0.05034168	0	0.001797898	0.05487657
ILMN_1231785	HDAC2	1.10904434	0.0006399	0.0211535	0.0002995	0.01335371	0.00011044	0.00713983	0.00026456	0.013458572	1	0.000237231	0.01736224
ILMN_1221831	TCFAP2E	1.10874714	0.00176049	0.0385938	0.00176049	0.03635757	0.0006064	0.02285402	0.00061856	0.023351316	1	0.001344859	0.0469611
ILMN_2646456	RNPC2	1.108556752	0.00397039	0.064249	0.00349473	0.0566205	0.00206214	0.04929958	0.00297458	0.060346491	0	0.003346676	0.07734743
ILMN_2504686	MT-ATP6	1.108358727	0.00876432	0.1043511	0.00898742	0.10212898	0.006843	0.09776578	0.01129715	0.127943658	0	0.013719454	0.16025079
ILMN_2712867	TIMP2	1.108193843	0.0002995	0.01489206	0.0002995	0.01335371	0.0000462	0.00374496	0.0000657	0.005137493	1	5.74504E-05	0.00761864
ILMN_1234006	LOC277136	1.10816163	0.00373333	0.06184411	0.0020184	0.03953445	0.0000764	0.00546326	0.00034246	0.015876812	0	0.001104095	0.04229821
ILMN_2965669	XLR4A	1.108141291	0.0002995	0.01489206	0.0002995	0.01335371	0.00000486	0.00074167	0.00000396	0.000746457	1	1.23984E-05	0.00322459
ILMN_2447538	2210018M11RIK	1.10801562	0.0006399	0.0211535	0.0006399	0.01941092	0.0000305	0.00278714	0.0000653	0.005121772	1	0.000306263	0.02048222
ILMN_1222917	PTPN1	1.107980121	0.0032539	0.05678214	0.00373333	0.05925673	0.00204418	0.04892042	0.00362761	0.068031509	0	0.007351981	0.11667667
ILMN_1255086	2810454F19RIK	1.107686745	0.0067415	0.08943186	0.00651414	0.08446632	0.00242497	0.05418861	0.00487539	0.080587642	0	0.007351739	0.11667667
ILMN_1233554	PBRM1	1.107679536	0.00149689	0.03478153	0.00094262	0.02430167	0.00059016	0.02253483	0.00040478	0.01751061	1	0.000844832	0.03651291
ILMN_1234072	PDLIM1	1.107488297	0.0002995	0.01489206	0.0002995	0.01335371	0.0000459	0.00372562	0.0000726	0.005551592	1	0.000306263	0.02048222
ILMN_1216561	CAMK2D	1.107443275	0.00122569	0.03054155	0.00094262	0.02430167	0.00076398	0.02667747	0.00134692	0.037363102	1	0.00305523	0.07341857
ILMN_2590638	BCL2L11	1.107365706	0.00122569	0.03054155	0.00122569	0.02881591	0.0000915	0.00623516	0.0000482	0.004197605	1	0.000176289	0.01444673
ILMN_2705878	LIMD2	1.107359113	0.0002995	0.01489206	0.0002995	0.01335371	0.00000896	0.00116209	0.00000904	0.001335714	1	6.22097E-05	0.00789013
ILMN_1227100	E130112E08RIK	1.107230432	0.0020184	0.04200694	0.00276802	0.04845153	0.00208027	0.04952957	0.00135255	0.037429791	1	0.00040803	0.02413289
ILMN_1254814	CLK1	1.10722634	0.00094262	0.02607154	0.00094262	0.02430167	0.00022953	0.01197773	0.00041438	0.017763501	1	0.00099928	0.0402366
ILMN_2986458	TERF2IP	1.107174717	0.0002995	0.01489206	0.0002995	0.01335371	0.00036565	0.01644438	0.00025266	0.013009278	1	0.000470028	0.02607676
ILMN_1239729	KIF1B	1.106854993	0.0006399	0.0211535	0.0006399	0.01941092	0.00137718	0.03773799	0.00099268	0.031178183	1	0.000504223	0.02732257
ILMN_1217480	LOC100046080	1.106833133	0.00696781	0.09115463	0.00490758	0.07073729	0.00117721	0.03450589	0.00170887	0.042787906	0	0.004379328	0.09051712
ILMN_2652857	IFI47	1.106721599	0.00943231	0.10825947	0.0076447	0.09407685	0.0082845	0.10948849	0.00387692	0.070436711	0	0.006383169	0.10923805
ILMN_1257107	LOC100043821	1.106674621	0.0006399	0.0211535	0.0006399	0.01941092	0.00054092	0.02135537	0.00117775	0.034456682	1	0.001179524	0.04378253
ILMN_2636339	IRF9	1.106644992	0.00252097	0.04839275	0.00094262	0.02430167	0.00029795	0.01428302	0.00076743	0.026757653	1	0.00270263	0.06885567
ILMN_2479848	SIF1	1.106503824	0.0002995	0.01489206	0.0002995	0.01335371	3.51E-08	0.0000177	2.82E-07	0.000110081	1	5.89482E-06	0.0021116
ILMN_1226514	GAB3	1.106492684	0.0002995	0.01489206	0.0002995	0.01335371	0.00000136	0.0002775	2.37E-07	0.000101599	1	6.1646E-06	0.0021257
ILMN_3141048	SEPP1	1.106305884	0.00149689	0.03478153	0.00094262	0.02430167	0.00028342	0.01382831	0.0001664	0.009994028	1	0.000643	0.03157309
ILMN_2635871	3110057O12RIK	1.106105831	0.0006399	0.0211535	0.0006399	0.01941092	0.00015081	0.00885986	0.00020499	0.011473406	1	0.000643034	0.03157309
ILMN_2829625	NTNG1	1.106001213	0.00122569	0.03054155	0.00122569	0.02881591	0.00014765	0.00875482	0.00041707	0.017826837	1	0.000438006	0.02507734
ILMN_2635132	FOXP3	1.105736567	0.0006399	0.0211535	0.0002995	0.01335371	0.00000368	0.00061365	0.00000951	0.00136995	1	0.001301631	0.04617913
ILMN_1225109	2310047C21RIK	1.105585656	0.00094262	0.02607154	0.00094262	0.02430167	0.00023145	0.01201016	0.00046395	0.019281568	1	0.000559888	0.02915112
ILMN_1228653	ZBP1	1.105391357	0.00898742	0.10547593	0.00809366	0.09652695	0.00364092	0.06763268	0.00593208	0.089284737	0	0.011706901	0.14779526
ILMN_1236585	LOC634213	1.105197029	0.0032539	0.05678214	0.00149689	0.03284241	0.00010667	0.00697357	0.00036187	0.016337543	0	0.001797898	0.05487657
ILMN_1227803	LOC674707	1.105118227	0.0006399	0.0211535	0.00094262	0.02430167	0.00000863	0.00113739	0.0000456	0.00403955	1	7.28705E-05	0.00865281
ILMN_2706631	LOC100048076	1.105000545	0.0002995	0.01489206	0.0002995	0.01335371	5.68E-07	0.00014379	0.00000114	0.000290477	1	7.68769E-06	0.0024016
ILMN_2949605	UBAC2	1.104949833	0.0002995	0.01489206	0.0002995	0.01335371	4.68E-07	0.00012677	0.00000161	0.000370841	1	7.28705E-05	0.00865281
ILMN_2651054	LOC100047173	1.104947245	0.00122569	0.03054155	0.00094262	0.02430167	0.0001854	0.01012894	0.00020712	0.011559512	1	0.002540648	0.06640064
ILMN_2691192	RBBP7	1.104851088	0.00741953	0.09487807	0.01186014	0.12006629	0.0247443	0.19992306	0.01812994	0.165469515	0	0.013719454	0.16025079
ILMN_2569336	A130024J05RIK	1.104817015	0.00965407	0.11001819	0.01031818	0.11074271	0.00502937	0.08208706	0.00762986	0.10204046	0	0.012022966	0.14955451
ILMN_1222346	A630097D09RIK	1.104807842	0.0002995	0.01489206	0.0002995	0.01335371	0.00000699	0.00098038	0.0000116	0.001590823	1	1.60246E-05	0.00367466
ILMN_1255419	ZFPN1A1	1.10475855	0.00122569	0.03054155	0.00122569	0.02881591	0.00023251	0.01202516	0.00046107	0.019196381	1	0.001633268	0.05224999
ILMN_2704822	ACAA2	1.104751617	0.00227139	0.04545806	0.00227139	0.0429166	0.00073722	0.02599654	0.00150758	0.039781954	1	0.002041151	0.05875662
ILMN_2595967	LOC100039532	1.104726083	0.0002995	0.01489206	0.0002995	0.01335371	0.0000399	0.00337413	0.0000835	0.006132211	1	0.000353719	0.02219068
ILMN_2628174	ACSS1	1.104609544	0.0002995	0.01489206	0.0002995	0.01335371	0.00000673	0.00095405	0.00000329	0.000651535	1	5.51982E-05	0.00760204
ILMN_2457324	TSSC1	1.10460787	0.00094262	0.02607154	0.0006399	0.01941092	0.00037762	0.01683607	0.00068122	0.024908549	1	0.001301631	0.04617913
ILMN_2631994	HEXIM1	1.104522651	0.0002995	0.01489206	0.0002995	0.01335371	7.94E-07	0.00018585	5.26E-07	0.000168884	1	3.28593E-06	0.00154495
ILMN_2544890	PDE4B	1.104516163	0.00276802	0.05133777	0.0032539	0.05432415	0.00144645	0.03905335	0.00467606	0.078680163	0	0.00388914	0.08408165
ILMN_2696491	PHF11	1.104484414	0.00420612	0.06669083	0.00252097	0.04602629	0.00130622	0.0366489	0.00177754	0.04368478	0	0.003888993	0.08408165
ILMN_2775098	CYB5	1.104384533	0.0002995	0.01489206	0.0002995	0.01335371	0.00000016	0.0000542	3.92E-07	0.00013797	1	5.89742E-06	0.0021116
ILMN_2880467	LASS4	1.104325447	0.00227139	0.04545806	0.00176049	0.03635757	0.00059615	0.02265805	0.00077485	0.026955849	1	0.00099928	0.0402366
ILMN_2812244	MPPE1	1.104198108	0.0002995	0.01489206	0.0002995	0.01335371	0.00000576	0.00084519	0.00000933	0.001361621	1	4.33673E-05	0.0065968
ILMN_3133748	GAB3	1.1040901	0.00149689	0.03478153	0.00122569	0.02881591	0.000026	0.00247667	0.0001002	0.00697141	1	0.000600122	0.03046224
ILMN_2518828	ZNF24	1.104037027	0.0006399	0.0211535	0.0002995	0.01335371	0.0000988	0.00658207	0.00018603	0.010797146	1	0.00011618	0.0112429
ILMN_1258965	TMEM66	1.10397338	0.00094262	0.02607154	0.00094262	0.02430167	0.00012203	0.00760514	0.00027116	0.013615504	1	0.0007895	0.03543767
ILMN_1237886	ENC1	1.103956093	0.0006399	0.0211535	0.0002995	0.01335371	0.0000265	0.00250371	0.0000379	0.003587283	1	0.000135361	0.01242731
ILMN_2492102	LOC630408	1.103768241	0.0006399	0.0211535	0.0002995	0.01335371	0.00021339	0.0113638	0.00034026	0.015806312	1	0.000966442	0.03935694
ILMN_2710166	DDX3X	1.103764891	0.0051392	0.07619761	0.00467484	0.06877491	0.00321609	0.06358903	0.00370058	0.068707988	0	0.004510321	0.09155774
ILMN_2742928	FXYD5	1.103662574	0.0198742	0.16408427	0.01491383	0.13744404	0.00597998	0.09087506	0.00889638	0.111496961	0	0.013017012	0.15603988
ILMN_3071525	CD226	1.103645914	0.00349473	0.05908105	0.0020184	0.03953445	0.00073613	0.02597776	0.00079434	0.027327392	0	0.001977658	0.05767797
ILMN_2720820	A230046K03RIK	1.103616266	0.0002995	0.01489206	0.0002995	0.01335371	0.00000291	0.00051317	0.0000077	0.001222667	1	8.19763E-05	0.00930671
ILMN_1238069	4930539E08RIK	1.103535154	0.0002995	0.01489206	0.0002995	0.01335371	0.0000032	0.00055228	0.0000217	0.002508955	1	0.000157497	0.01350097
ILMN_1238285	DCUN1D5	1.103527312	0.00149689	0.03478153	0.00149689	0.03284241	0.00034811	0.01594848	0.00028909	0.014164441	1	0.000284812	0.01943975
ILMN_1234133	3632431M01RIK	1.103406406	0.00094262	0.02607154	0.0006399	0.01941092	0.00032	0.01501554	0.00049525	0.020203747	1	0.000284828	0.01943975
ILMN_1217705	C130002K18RIK	1.103274712	0.00831809	0.10165638	0.01031818	0.11074271	0.00823865	0.10909937	0.01077307	0.124430321	0	0.015225452	0.168939
